ANGLE;SPEED_X;SPEED_Y;TRACK_-45;TRACK_-20;TRACK_0;TRACK_20;TRACK_45;TRACK_POS;CLASS
-0.00551099;186.078;-1.08945;12.4883;102.414;37.4802;16.1879;9.02586;-0.128176;2;
-0.00470015;186.163;-1.45574;12.5043;102.672;37.3906;16.1579;9.01604;-0.128498;2;
-0.00407821;186.242;-1.75249;12.5213;102.962;37.3136;16.1285;9.0044;-0.129158;2;
-0.00359631;186.308;-2.05182;12.5397;103.273;37.2448;16.0986;8.99092;-0.130115;2;
-0.00314648;186.382;-2.41559;12.5614;103.582;37.1729;16.0647;8.97454;-0.131385;2;
-0.00317106;186.43;-2.71806;12.579;103.979;37.1436;16.041;8.95923;-0.132929;2;
-0.0042221;186.477;-3.18976;12.5838;104.575;37.2144;16.0447;8.94982;-0.134703;2;
-0.00605036;186.506;-3.72961;12.5794;105.316;37.361;16.0689;8.94459;-0.136684;2;
-0.00816296;186.533;-4.287;12.5722;106.101;37.535;16.0998;8.94027;-0.138802;2;
-0.0103521;186.54;-4.82975;12.5653;106.89;37.7236;16.1317;8.93556;-0.14102;2;
-0.0124266;186.544;-5.31654;12.561;107.645;37.9433;16.1591;8.92912;-0.143321;2;
-0.0145904;186.532;-5.73656;12.5561;108.406;38.2266;16.1887;8.92296;-0.145669;2;
-0.0169743;186.505;-6.20733;12.5482;109.2;38.5983;16.2254;8.91846;-0.14803;2;
-0.0193728;186.501;-6.64847;12.5401;109.985;39.0444;16.2631;8.91421;-0.150381;2;
-0.0215886;186.488;-6.96997;12.534;110.726;39.5492;16.2965;8.9092;-0.152662;2;
-0.0232838;186.465;-7.19684;12.5346;111.36;40.0701;16.3146;8.90069;-0.154868;2;
-0.0244886;186.444;-7.36207;12.5417;51.2275;40.6097;16.3181;8.88868;-0.157018;2;
-0.0254776;186.411;-7.36847;12.5513;48.1536;41.2117;16.3155;8.87539;-0.159116;2;
-0.0261157;186.388;-7.45409;12.5657;46.0817;41.8587;16.302;8.85941;-0.161192;2;
-0.026642;186.364;-7.50863;12.5814;44.3634;42.5987;16.2852;8.84276;-0.163241;2;
-0.0270282;186.32;-7.5929;12.5987;42.8855;43.4391;16.2645;8.82531;-0.165254;2;
-0.0274117;186.306;-7.60893;12.6155;41.5526;44.4165;16.2443;8.80827;-0.167223;2;
-0.0276289;186.293;-7.59707;12.6341;40.3767;45.3727;16.2195;8.79032;-0.169147;2;
-0.0276062;186.283;-7.57307;12.6559;39.3427;46.2456;16.1875;8.77072;-0.171037;2;
-0.0269933;186.291;-7.62447;12.6864;38.498;46.9692;16.1362;8.74615;-0.17294;2;
-0.0256936;186.293;-7.41967;12.7275;37.826;47.5319;16.0623;8.71551;-0.17489;2;
-0.024122;186.283;-7.17579;12.7731;37.2166;48.0227;15.9794;8.6824;-0.176874;2;
-0.0228638;186.28;-7.01052;12.8152;36.5574;48.5559;15.9056;8.65118;-0.178931;2;
-0.0219817;186.282;-6.89544;12.8525;35.8465;49.1426;15.843;8.62249;-0.181041;2;
-0.0214773;186.285;-6.84386;12.8847;35.0935;49.7813;15.7916;8.59636;-0.1832;2;
-0.0212513;186.287;-6.90679;12.9131;34.3209;50.4529;15.7493;8.57229;-0.185381;2;
-0.0199754;186.301;-6.82722;12.9587;33.7169;50.9127;15.6881;8.53861;-0.187682;2;
-0.0179313;186.322;-6.58072;13.0174;33.2219;51.2195;15.6233;8.49798;-0.190083;2;
-0.0158305;186.345;-6.36139;13.0787;32.7394;51.5048;15.578;8.45586;-0.192603;2;
-0.0143344;186.36;-6.23295;13.1319;32.1867;51.8847;15.5752;8.4172;-0.195259;2;
-0.0136987;186.369;-6.22856;13.1611;31.54;52.4014;15.6271;8.38416;-0.198024;2;
-0.0137115;186.374;-6.35052;13.1663;30.8351;53.0152;15.7307;8.3553;-0.200872;2;
-0.0131146;186.397;-6.47254;13.1675;30.2184;53.5078;15.8425;8.32038;-0.203855;2;
-0.0110019;186.421;-6.34479;13.1781;29.7768;53.729;15.9264;8.27209;-0.207025;2;
-0.00815174;186.45;-6.13298;13.1865;29.4171;53.8167;16.0099;8.22341;-0.210381;2;
-0.00589693;186.464;-5.96706;13.1739;28.9994;53.9951;16.1459;8.19153;-0.213934;2;
-0.00481719;186.485;-5.98375;13.1331;28.4698;54.3563;16.3634;8.1816;-0.217673;2;
-0.00474358;186.508;-6.1105;13.0672;27.8545;54.8694;16.6643;8.19355;-0.221549;2;
-0.00472343;186.523;-6.12957;12.9894;27.25;55.3781;17.0146;8.2208;-0.225534;2;
-0.0100875;186.549;-6.20019;12.91;26.7219;55.7609;17.3811;8.25737;-0.22938;2;
-0.018174;186.563;-6.15219;12.8374;26.3212;55.9132;17.7266;8.29681;-0.232113;2;
-0.025542;186.578;-6.09754;12.7637;25.9874;55.9423;18.0779;8.34346;-0.233717;2;
-0.032753;186.626;-6.0512;12.6828;25.6732;55.9376;18.4389;8.40146;-0.234267;2;
-0.0399762;186.677;-6.0229;12.5931;25.3649;55.9254;18.783;8.47228;-0.233788;1;
-0.0471067;186.73;-5.98954;12.4958;25.0712;55.8898;19.105;8.55519;-0.232286;1;
-0.0536113;186.805;-6.12004;12.3978;24.8368;55.7491;19.3753;8.64456;-0.229827;1;
-0.0580559;186.931;-5.91831;12.316;24.7832;55.2882;19.515;8.72428;-0.226579;1;
-0.0607411;187.061;-5.37894;12.2461;24.8952;54.563;19.5455;8.79645;-0.222536;1;
-0.0622318;187.198;-4.67066;12.1819;25.1426;53.6659;19.5012;8.86583;-0.217724;1;
-0.0628569;187.339;-3.91737;12.12;25.5185;52.6513;19.4025;8.93471;-0.212205;2;
-0.0629184;187.474;-3.13754;12.0579;26.0214;51.5664;19.2665;9.00507;-0.206056;2;
-0.0629697;187.624;-2.41429;11.9976;26.6198;50.4902;19.1207;9.08178;-0.19934;2;
-0.0633246;187.76;-1.7844;11.9433;27.2986;49.4644;18.9787;9.16063;-0.192095;2;
-0.0643414;187.898;-1.31502;11.8916;28.025;48.5327;18.8548;9.23497;-0.184362;2;
-0.0661232;188.03;-0.980415;11.8414;28.7878;47.7033;18.7513;9.30574;-0.176147;2;
-0.0687956;188.166;-0.815718;11.791;29.5627;46.9864;18.6716;9.37426;-0.167454;2;
-0.0723239;188.295;-0.780279;11.7406;30.3435;46.3728;18.6131;9.44055;-0.158248;2;
-0.076642;188.409;-0.830525;11.6905;31.1305;45.8498;18.5719;9.50424;-0.148507;2;
-0.078085;188.522;-0.97523;11.6387;31.8663;45.4299;18.5532;9.56724;-0.138268;2;
-0.0741867;188.631;-1.21345;11.5808;32.4021;45.1469;18.5689;9.63327;-0.128515;2;
-0.0717962;188.743;-1.56786;11.512;32.5349;45.0356;18.6318;9.7065;-0.119433;2;
-0.0708784;188.847;-2.02154;11.4315;32.2074;45.091;18.7424;9.78815;-0.110891;2;
-0.071143;188.937;-2.5695;11.3418;31.5443;45.2788;18.8916;9.87682;-0.102772;1;
-0.0718575;189.009;-3.15386;11.2504;30.8209;45.5134;19.0528;9.9666;-0.0949727;1;
-0.0708398;189.096;-3.83411;11.1833;30.6273;45.5328;19.1381;10.0346;-0.0875895;2;
-0.0658431;189.207;-3.83872;11.1686;31.6509;45.0692;19.0553;10.0555;-0.0808777;2;
-0.0587555;189.348;-3.37458;11.1854;34.0171;44.3575;18.8833;10.049;-0.0748138;2;
-0.0509232;189.476;-2.80675;11.2191;93.7703;43.5621;18.6778;10.0291;-0.0694031;2;
-0.0432233;189.595;-2.28679;11.2601;92.5895;42.7847;18.4722;10.0042;-0.0646769;2;
-0.0360312;189.712;-1.8889;11.3041;91.4857;42.0654;18.2792;9.97771;-0.0606598;2;
-0.0294997;189.824;-1.63194;11.3495;90.4819;41.417;18.1025;9.95057;-0.0573822;2;
-0.0236601;189.931;-1.48811;11.3955;89.5827;40.8394;17.9421;9.92297;-0.054836;2;
-0.0184658;190.05;-1.43941;11.4422;88.7803;40.325;17.7955;9.89463;-0.0529958;2;
-0.0139648;190.154;-1.47741;11.4884;88.0817;39.8767;17.664;9.8661;-0.0518361;2;
-0.0102744;190.253;-1.57996;11.5318;87.5053;39.5046;17.5509;9.83865;-0.0513173;2;
-0.00745583;190.34;-1.74471;11.5706;87.0609;39.2141;17.4585;9.81338;-0.0513713;2;
-0.00542009;190.423;-2.02637;11.6051;86.7346;38.995;17.384;9.78985;-0.0519501;2;
-0.00409561;190.494;-2.33354;11.6353;86.5156;38.8401;17.3254;9.76797;-0.0529867;2;
-0.00347346;190.57;-2.73857;11.6606;86.403;38.7488;17.2832;9.74819;-0.0544291;2;
-0.00360763;190.628;-3.17049;11.6794;86.4058;38.7274;17.2597;9.73151;-0.0562134;2;
-0.00433624;190.675;-3.6801;11.6936;86.4991;38.7602;17.2503;9.71681;-0.0583099;2;
-0.00575745;190.694;-4.24279;11.7038;86.6969;38.8543;17.2555;9.70328;-0.0608877;2;
-0.0075652;190.713;-4.90921;11.7113;86.9534;38.9837;17.2694;9.69068;-0.0637024;2;
-0.00944668;190.729;-5.5246;11.7206;87.2197;39.1172;17.2822;9.67636;-0.0667491;2;
-0.0111512;190.729;-6.01565;11.7341;87.4568;39.2299;17.2868;9.65887;-0.0699595;2;
-0.0128928;190.735;-6.51994;11.7486;87.6989;39.3446;17.2907;9.64032;-0.0733042;2;
-0.0145922;190.733;-6.94267;11.765;87.9335;39.4534;17.2913;9.62022;-0.0767629;2;
-0.0160698;190.715;-7.25894;11.785;88.1328;39.5386;17.2839;9.59757;-0.0802775;2;
-0.0171863;190.691;-7.58005;11.8105;88.2746;39.5854;17.2638;9.57125;-0.083844;2;
-0.0181088;190.669;-7.7437;11.8388;88.3856;39.6115;17.2369;9.54296;-0.0874288;2;
-0.0187492;190.628;-7.83523;11.8712;88.4517;39.6075;17.2003;9.51198;-0.091036;2;
-0.0193278;190.59;-7.98;11.9044;88.5081;39.5969;17.1615;9.48037;-0.0946482;2;
-0.0195502;190.576;-7.97263;11.9428;88.5076;39.548;17.1106;9.44541;-0.0982839;2;
-0.0198678;190.567;-8.02223;11.9794;88.5226;39.5098;17.0632;9.41157;-0.101887;2;
-0.0199998;190.547;-8.16059;12.0188;88.5078;39.4514;17.0094;9.37598;-0.105503;4;
-0.0196266;190.538;-8.20036;12.0655;88.4121;39.3387;16.9387;9.33577;-0.109144;4;
-0.0189071;190.313;-8.10187;12.1174;88.2607;39.1886;16.8562;9.29236;-0.112815;4;
-0.0181717;189.991;-7.99902;12.17;88.1062;39.0359;16.7728;9.24848;-0.11652;4;
-0.0179042;189.659;-7.91738;12.2165;88.026;38.9322;16.704;9.20833;-0.120252;4;
-0.0183628;189.324;-7.94748;12.2525;88.0621;38.9055;16.6589;9.17445;-0.12397;4;
-0.0193455;188.99;-8.1043;12.281;88.1823;38.9343;16.6305;9.14496;-0.127685;4;
-0.0208318;188.648;-8.35987;12.3021;88.3836;39.0173;16.6185;9.11979;-0.131385;4;
-0.0228271;188.299;-8.6769;12.3158;88.6672;39.1559;16.6233;9.09904;-0.135069;4;
-0.0250419;187.946;-9.00156;12.3256;88.9872;39.3205;16.6364;9.08079;-0.138688;4;
-0.0269724;187.596;-9.28616;12.3389;89.2626;39.4566;16.6412;9.06061;-0.142253;4;
-0.0285407;187.243;-9.45053;12.3565;89.4807;39.5556;16.6351;9.03793;-0.14576;4;
-0.030075;186.89;-9.61736;12.3734;89.6947;39.6535;16.6296;9.016;-0.149163;4;
-0.0317096;186.535;-9.80931;12.3879;89.926;39.7649;16.6289;8.99574;-0.152481;4;
-0.033342;186.176;-9.95409;12.4013;90.1584;39.879;16.6299;8.97654;-0.155692;4;
-0.0351511;185.813;-10.1037;12.4108;90.4209;40.0159;16.6389;8.96004;-0.158781;4;
-0.0368731;185.452;-10.2627;12.4205;90.6705;40.1459;16.6466;8.94371;-0.161782;4;
-0.0384774;185.095;-10.4595;12.4305;90.9025;40.266;16.6524;8.92758;-0.164663;4;
-0.0400507;184.738;-10.6239;12.4394;91.1311;40.386;16.6595;8.91255;-0.167408;4;
-0.0417558;184.377;-10.7525;12.4449;91.3827;40.5247;16.6736;8.90014;-0.170011;4;
-0.043998;184.006;-10.9229;12.4409;91.7236;40.7293;16.7096;8.89439;-0.172413;4;
-0.045876;183.644;-11.163;12.4407;92.0067;40.896;16.7352;8.88663;-0.17471;4;
-0.0476235;183.279;-11.2548;12.4407;92.2704;41.0517;16.759;8.87928;-0.176859;4;
-0.0491848;182.917;-11.3108;12.4416;92.5058;41.19;16.7791;8.8719;-0.178855;4;
-0.0505961;182.551;-11.3085;12.443;92.7433;41.3148;16.7966;8.86475;-0.180709;4;
-0.0518674;182.186;-11.279;12.4446;92.9991;41.427;16.8121;8.85802;-0.182404;4;
-0.0531179;181.829;-11.3566;12.4442;93.2957;41.5415;16.8303;8.85322;-0.183898;4;
-0.0541086;181.47;-11.246;12.4455;93.5911;41.6295;16.8423;8.84787;-0.185229;4;
-0.0547966;181.12;-11.0769;12.4488;93.8758;41.6864;16.8471;8.84194;-0.186364;4;
-0.0554256;180.774;-10.9545;12.4507;94.1956;41.7406;16.8531;8.83749;-0.187307;4;
-0.0562433;180.425;-10.8626;12.4481;94.6056;41.8207;16.869;8.83667;-0.188065;4;
-0.0572727;180.073;-10.7239;12.4407;95.1453;41.9299;16.8957;8.83968;-0.188634;4;
-0.0586413;179.722;-10.6951;12.4266;95.8735;42.0834;16.9381;8.84778;-0.189006;4;
-0.0599923;179.375;-10.6734;12.4105;96.7362;42.2395;16.9839;8.85799;-0.189167;4;
-0.0612715;179.03;-10.6584;12.3935;97.7431;42.3915;17.0303;8.86952;-0.189147;4;
-0.0624881;178.688;-10.6226;12.3747;98.9275;42.5414;17.0791;8.88316;-0.188879;4;
-0.0638726;178.344;-10.6149;12.3517;100.407;42.7156;17.1374;8.90031;-0.188424;4;
-0.0655659;177.992;-10.5306;12.3224;102.323;42.9321;17.2116;8.92285;-0.187729;4;
-0.0673338;177.648;-10.5908;12.29;104.739;43.1622;17.2924;8.9482;-0.18684;4;
-0.0690436;177.304;-10.6109;12.2563;107.815;43.3907;17.3754;8.97555;-0.185727;4;
-0.0707574;176.959;-10.6326;12.2202;112.01;43.6247;17.463;9.00535;-0.184394;4;
-0.0723927;176.619;-10.662;12.1829;118.444;43.8545;17.5522;9.03705;-0.18283;4;
-0.0742193;176.276;-10.6823;12.1408;37.6072;44.1129;17.6533;9.07316;-0.181029;4;
-0.0765362;175.921;-10.6669;12.09;35.783;44.4376;17.7788;9.11698;-0.178948;4;
-0.0787011;175.576;-10.7958;12.0394;34.5303;44.7483;17.9026;9.16155;-0.176685;4;
-0.080803;175.233;-10.9104;11.9874;33.5162;45.0567;18.0288;9.20821;-0.174193;4;
-0.0824803;174.888;-10.8133;11.9383;32.7609;45.3183;18.1434;9.25366;-0.171454;4;
-0.0836833;174.557;-10.7566;11.8924;32.202;45.5261;18.2441;9.29731;-0.168474;4;
-0.0847837;174.226;-10.6605;11.8459;31.6982;45.7251;18.3443;9.34217;-0.165298;4;
-0.0858426;173.89;-10.4298;11.7972;31.2201;45.9241;18.4478;9.38949;-0.161864;4;
-0.0868806;173.561;-10.2757;11.7464;30.7601;46.1251;18.555;9.43932;-0.158189;4;
-0.0877779;173.234;-10.0361;11.6945;30.3399;46.314;18.6616;9.4909;-0.154233;4;
-0.0886428;172.912;-9.88924;11.6401;29.931;46.5038;18.772;9.54514;-0.150004;4;
-0.0895879;172.594;-9.73727;11.5827;29.5117;46.7079;18.8896;9.60266;-0.145556;4;
-0.0906293;172.278;-9.64797;11.5219;29.0804;46.928;19.0155;9.66371;-0.140877;4;
-0.0918078;171.961;-9.53142;11.4579;28.6335;47.1688;19.1507;9.72832;-0.136011;4;
-0.0934246;171.642;-9.52543;11.3867;28.1211;47.4685;19.3086;9.79999;-0.130917;4;
-0.0954318;171.32;-9.57069;11.3096;27.5633;47.8211;19.4873;9.8781;-0.125622;4;
-0.0973827;171.004;-9.59955;11.2309;27.035;48.1713;19.6687;9.95857;-0.120083;4;
-0.0997567;170.678;-9.65744;11.1455;26.4643;48.5797;19.8736;10.0466;-0.114294;4;
-0.102351;170.348;-9.74755;11.0557;25.8863;49.0214;20.0943;10.1402;-0.108239;4;
-0.1044;170.033;-9.89257;10.9697;25.3986;49.398;20.2962;10.2309;-0.101956;4;
-0.106349;169.709;-9.81861;10.882;24.9329;49.7674;20.5;10.3242;-0.0953654;2;
-0.108144;169.389;-9.70426;10.7932;24.4924;50.1226;20.7031;10.4195;-0.0884644;2;
-0.109578;169.253;-9.52412;10.7053;24.0964;50.4437;20.8956;10.5143;-0.0812642;2;
-0.110692;169.235;-9.3121;10.6178;23.7351;50.7762;21.0792;10.609;-0.073764;2;
-0.111436;169.231;-9.12435;10.5313;23.4107;51.1192;21.2508;10.7026;-0.065981;2;
-0.112147;169.221;-8.89567;10.4431;23.089;51.5203;21.4245;10.7983;-0.0579854;2;
-0.112622;169.211;-8.70188;10.3553;22.7894;51.9536;21.5904;10.8935;-0.0497935;2;
-0.112826;169.213;-8.51302;10.2683;22.5136;52.4151;21.7466;10.9875;-0.0414185;2;
-0.112276;169.229;-8.21871;10.1866;22.3028;52.8252;21.8701;11.0746;-0.0328573;2;
-0.110851;169.243;-7.76445;10.1107;22.1636;53.1687;21.9558;11.1536;-0.0240763;2;
-0.108781;169.26;-7.21511;10.0389;22.076;53.4978;22.0135;11.2265;-0.0151296;2;
-0.106037;169.282;-6.68852;9.97137;22.0422;53.801;22.0426;11.293;-0.00600891;2;
-0.103626;169.306;-6.16779;9.8991;21.9733;54.2882;22.0891;11.3645;0.00324707;2;
-0.102039;169.328;-5.81779;9.81812;21.8258;55.1191;22.1747;11.4465;0.0125916;2;
-0.101558;169.379;-5.57955;9.72593;21.5754;56.4792;22.3121;11.5425;0.0220317;2;
-0.101979;169.407;-5.595;9.62509;21.2469;58.5336;22.4917;11.6497;0.0315226;2;
-0.102815;169.436;-5.64612;9.52021;20.8878;61.5121;22.691;11.7626;0.0410634;2;
-0.103582;169.47;-5.55477;9.41513;20.5385;66.018;22.8887;11.8757;0.050708;2;
-0.104298;169.501;-5.53069;9.30988;20.1973;76.427;23.0851;11.9892;0.060435;2;
-0.105081;169.532;-5.58528;9.20334;19.8546;154.624;23.286;12.1046;0.0702555;2;
-0.106305;169.537;-5.74273;9.09301;19.4855;149.084;23.5083;12.226;0.0801076;2;
-0.107854;169.552;-5.92518;8.97975;19.1006;143.428;23.7474;12.3525;0.0900248;2;
-0.109616;169.574;-6.17165;8.86476;18.7098;137.706;23.9978;12.4824;0.0999858;2;
-0.111241;169.591;-6.41068;8.75054;18.3358;132.061;24.2434;12.6117;0.110029;2;
-0.112478;169.595;-6.51765;8.63869;17.9914;126.595;24.4719;12.7374;0.120179;2;
-0.112982;169.588;-6.4878;8.53148;17.694;121.445;24.6659;12.8549;0.130458;2;
-0.113098;169.623;-6.34297;8.42631;17.4201;116.478;24.8421;12.9682;0.140842;2;
-0.113761;169.644;-6.37115;8.31644;17.1161;111.343;25.0569;13.0897;0.151297;2;
-0.115084;169.641;-6.54883;8.20133;16.7789;106.012;25.3454;13.2209;0.161819;1;
-0.116481;169.641;-6.63201;8.08556;16.4431;100.718;25.6836;13.3539;0.172391;1;
-0.116232;169.712;-6.82975;7.98204;16.1976;96.097;25.974;13.4638;0.182933;1;
-0.112175;169.834;-6.5047;7.90734;16.1516;92.9009;26.0764;13.518;0.193254;1;
-0.105384;169.958;-5.84689;7.85456;16.2562;90.6906;26.0405;13.5311;0.203271;1;
-0.0965436;170.099;-4.92696;7.82003;16.4872;89.1877;25.9023;13.5128;0.212906;1;
-0.0865571;170.26;-3.96428;7.79939;16.7658;88.0576;25.713;13.475;0.222009;1;
-0.0757051;170.41;-3.04092;7.79252;17.0713;87.1935;25.4881;13.4211;0.230448;1;
-0.0642631;170.564;-2.23305;7.79978;17.3946;86.4984;25.2476;13.3536;0.23805;1;
-0.052605;170.714;-1.5634;7.82063;17.7195;85.847;25.014;13.2761;0.244655;1;
-0.0410093;170.842;-1.05146;7.85476;18.0329;85.1502;24.8018;13.1912;0.250136;1;
-0.0296776;170.988;-0.702102;7.90235;18.3251;84.3486;24.621;13.1;0.254365;1;
-0.0185297;171.134;-0.463375;7.96532;18.6021;83.4729;24.4659;13.0029;0.257272;1;
-0.00752711;171.292;-0.307367;8.04547;18.8575;82.541;24.3333;12.9073;0.258774;1;
0.00336933;171.454;-0.205714;8.14356;19.0769;81.5663;24.2214;12.8139;0.258869;1;
0.0142043;171.608;-0.136876;8.24811;19.2661;80.5673;24.127;12.7215;0.257505;1;
0.0250337;171.74;-0.0829065;8.35235;19.4302;79.5616;24.0471;12.6294;0.254672;1;
0.0358093;171.894;-0.0525866;8.45584;19.5676;78.5357;23.9852;12.5383;0.250367;1;
0.0465293;172.058;-0.038076;8.55884;19.6804;77.4918;23.9413;12.4477;0.244565;1;
0.0572202;172.21;-0.0304681;8.66168;19.7714;76.439;23.9145;12.3573;0.237257;1;
0.0643556;172.361;-0.0254748;8.76424;19.842;75.3817;23.9047;12.2672;0.228551;3;
0.064311;172.514;-0.025173;8.86673;19.893;74.3161;23.9134;12.1772;0.21949;3;
0.0645509;172.644;-0.0540251;8.97228;19.9428;73.3295;23.9203;12.0847;0.210414;3;
0.0654631;172.791;-0.0382678;9.08539;20.0143;72.527;23.8969;11.9899;0.201252;3;
0.0672789;172.93;0.0307914;9.20292;20.1218;71.9676;23.824;11.8906;0.191921;3;
0.0701323;173.08;0.168368;9.32467;20.2731;71.6809;23.69;11.7851;0.182366;3;
0.0740781;173.226;0.371976;9.45276;20.4737;71.6787;23.4888;11.6718;0.172475;3;
0.0790293;173.366;0.64025;9.58761;20.7215;71.9351;23.2258;11.5509;0.162156;3;
0.0848553;173.497;0.910321;9.72982;21.0132;72.417;22.9094;11.4229;0.151273;3;
0.0912642;173.607;1.19298;9.8773;21.3356;73.048;22.5603;11.2902;0.139754;3;
0.0938599;173.715;1.49543;10.0322;21.6959;73.8501;22.1748;11.1516;0.127775;3;
0.0964373;173.817;1.81449;10.1969;22.1048;74.86;21.7469;11.0056;0.115749;1;
0.100171;173.93;2.28088;10.3778;22.5907;76.1863;21.2571;10.8479;0.103577;1;
0.102941;174.043;3.0045;10.5489;23.024;77.2525;20.8341;10.7001;0.0913635;1;
0.10214;174.162;3.0834;10.6758;23.2326;77.3416;20.6199;10.5877;0.0793152;1;
0.09893;174.303;2.73065;10.7716;23.2865;76.7772;20.5421;10.4986;0.0674052;1;
0.0944796;174.436;2.29127;10.8494;23.2593;75.8852;20.5376;10.4227;0.0556966;1;
0.0894197;174.571;1.83409;10.9161;23.1904;74.8402;20.5752;10.3549;0.044279;1;
0.0840489;174.707;1.43159;10.9743;23.0974;73.7236;20.6417;10.2936;0.033252;1;
0.078319;174.856;1.02907;11.0229;22.9776;72.5247;20.7432;10.2399;0.0226746;1;
0.0725504;174.992;0.723525;11.0649;22.8485;71.326;20.8642;10.1919;0.0126343;1;
0.0668864;175.134;0.518938;11.1014;22.7176;70.1616;20.9984;10.1488;0.00319417;1;
0.0612195;175.264;0.356639;11.1308;22.5777;69.0023;21.1548;10.1125;-0.00559082;3;
0.0556494;175.395;0.24303;11.1536;22.4334;67.8712;21.3291;10.0824;-0.0136719;3;
0.050403;175.534;0.135001;11.1733;22.298;66.8213;21.5051;10.056;-0.0210978;3;
0.0458539;175.668;0.0895791;11.1941;22.1899;65.9359;21.6549;10.0295;-0.027887;3;
0.0422285;175.822;0.136155;11.219;22.1202;65.2614;21.7576;10.0001;-0.0340759;3;
0.0395715;175.96;0.245765;11.2494;22.0916;64.8028;21.8044;9.96646;-0.0397644;3;
0.0378685;176.096;0.41244;11.2857;22.103;64.5528;21.7921;9.92793;-0.0449992;3;
0.0371522;176.218;0.662886;11.3294;22.1578;64.5181;21.7145;9.88321;-0.0498962;3;
0.0373868;176.334;0.973765;11.381;22.2556;64.6908;21.5729;9.83199;-0.0545247;3;
0.0384499;176.411;1.31676;11.4402;22.3924;65.046;21.3755;9.77446;-0.0589884;3;
0.0404692;176.523;1.69286;11.5098;22.5775;65.6164;21.114;9.70877;-0.0633708;3;
0.0435026;176.636;2.08118;11.5918;22.8177;66.422;20.7861;9.63343;-0.0677897;1;
0.047377;176.739;2.53647;11.6857;23.1081;67.431;20.4072;9.54936;-0.072347;1;
0.0499822;176.848;3.2325;11.7658;23.3349;68.1532;20.1208;9.4773;-0.0769491;1;
0.0492586;176.964;3.32712;11.8046;23.3794;68.0969;20.0558;9.43753;-0.0814006;1;
0.0464129;177.098;3.03405;11.8164;23.3067;67.5459;20.1319;9.41868;-0.0856995;1;
0.0419192;177.241;2.50218;11.8068;23.1443;66.6197;20.3249;9.41701;-0.0898031;1;
0.0366662;177.378;1.94578;11.7859;22.9414;65.5309;20.5843;9.42517;-0.0936686;1;
0.0308647;177.502;1.45054;11.7556;22.7092;64.3308;20.9047;9.44269;-0.0971761;1;
0.0248901;177.621;1.04743;11.719;22.4655;63.1043;21.2681;9.46753;-0.100205;1;
0.0188794;177.757;0.731896;11.6769;22.2164;61.8803;21.6705;9.4995;-0.102671;1;
0.0129596;177.907;0.499557;11.6302;21.9667;60.6835;22.107;9.53821;-0.1045;1;
0.00714254;178.059;0.332544;11.5784;21.7158;59.5142;22.5811;9.5842;-0.105646;3;
0.00143886;178.201;0.221413;11.521;21.463;58.3713;23.0971;9.63822;-0.106038;3;
-0.00385356;178.338;0.12974;11.4619;21.2223;57.3137;23.6263;9.69652;-0.105743;3;
-0.00837767;178.467;0.100194;11.4048;21.0084;56.4066;24.1286;9.75508;-0.104779;3;
-0.0119965;178.594;0.141582;11.3514;20.8262;55.6699;24.5783;9.81162;-0.10319;3;
-0.0146124;178.715;0.286962;11.3031;20.6793;55.1175;24.9513;9.86391;-0.101058;3;
-0.016166;178.868;0.502862;11.2612;20.5702;54.757;25.2266;9.91002;-0.0984599;3;
-0.01684;178.993;0.760543;11.2248;20.4927;54.5544;25.4133;9.95041;-0.0955261;3;
-0.0166315;179.102;1.04102;11.1947;20.4472;54.5104;25.5042;9.98408;-0.0923177;3;
-0.0155782;179.204;1.34465;11.1712;20.4339;54.6209;25.4983;10.0102;-0.0889465;3;
-0.0135907;179.305;1.69619;11.1566;20.4585;54.9075;25.3833;10.0265;-0.0855082;3;
-0.0106575;179.404;2.08848;11.152;20.5241;55.3797;25.1595;10.0318;-0.0821269;3;
-0.00684369;179.488;2.53637;11.1578;20.6305;56.0323;24.8402;10.026;-0.0788778;3;
-0.00227594;179.564;3.04701;11.1741;20.7757;56.85;24.4465;10.0096;-0.0758687;3;
0.00288177;179.629;3.5369;11.1998;20.955;57.8089;24.0033;9.98405;-0.0731527;3;
0.00857556;179.69;4.04153;11.2354;21.169;58.9058;23.5216;9.94949;-0.0707967;3;
0.0142225;179.738;4.48584;11.2759;21.3939;60.027;23.0583;9.91136;-0.0688863;3;
0.0198032;179.783;4.87485;11.3216;21.6304;61.1696;22.6112;9.86927;-0.0674784;3;
0.0252647;179.812;5.16426;11.3726;21.8768;62.3222;22.1814;9.82326;-0.0666239;3;
0.0305355;179.841;5.36984;11.4282;22.1299;63.4681;21.7719;9.77395;-0.066335;3;
0.0356266;179.864;5.52631;11.4891;22.3909;64.608;21.3781;9.72075;-0.0666585;1;
0.0406169;179.877;5.67677;11.5562;22.6637;65.7582;20.9927;9.66287;-0.0675944;1;
0.0446868;179.914;6.04664;11.6189;22.9032;66.7257;20.6727;9.6092;-0.0690369;1;
0.0454227;179.998;5.98004;11.6451;22.9731;66.9374;20.5802;9.58492;-0.0706929;1;
0.0437001;180.11;5.49709;11.6449;22.9174;66.5892;20.6489;9.58131;-0.0725749;1;
0.0401646;180.275;4.72232;11.6249;22.77;65.834;20.8415;9.59363;-0.0745768;1;
